chr1,	382.4,	0.982,	199898,	809,	131814,	0.703
chr2,	326.9,	0.983,	199129,	948,	138232,	0.74
chr3,	392.7,	0.98,	171662,	490,	105825,	0.783
chr4,	382.2,	0.98,	180181,	583,	123246,	0.777
chr5,	385.3,	0.976,	163635,	444,	91937,	0.79
chr6,	371.2,	0.978,	165481,	567,	99684,	0.776
chr7,	379.8,	0.977,	156158,	510,	89893,	0.769
chr8,	403.6,	0.982,	137672,	448,	84301,	0.76
chr9,	343.0,	0.978,	118167,	543,	90655,	0.648
chr10,	366.6,	0.981,	129780,	433,	87304,	0.766
chr11,	351.8,	0.971,	117556,	385,	87505,	0.761
chr12,	378.8,	0.983,	118745,	347,	74794,	0.789
chr13,	394.3,	0.982,	89622,	249,	63523,	0.798
chr14,	417.9,	0.973,	84300,	300,	52958,	0.817
chr15,	337.0,	0.975,	76212,	311,	56556,	0.763
chr16,	358.7,	0.978,	84981,	284,	51677,	0.697
chr17,	328.2,	0.972,	72301,	294,	44523,	0.755
chr18,	350.6,	0.988,	65904,	213,	49038,	0.749
chr19,	416.4,	0.983,	63532,	157,	33724,	0.797
chr20,	342.8,	0.978,	58030,	222,	33670,	0.727
chr21,	326.1,	0.973,	38594,	131,	25645,	0.726
chr22,	305.0,	0.97,	37693,	147,	24856,	0.812

Full report:
##Block_i,	Start_pos,	block_length,	num_phased_SNV,	block_quality 
1032,	165773477,	1060828,	1171,	1.0
1033,	166912598,	4470,	2,	NaN
1034,	166932094,	25386,	4,	NaN
1035,	166985293,	238305,	191,	1.0
1036,	167365038,	44808,	7,	NaN
1037,	167478302,	12381,	2,	NaN
1038,	167520624,	103801,	87,	1.0
1039,	167655183,	13113,	35,	1.0
1040,	167692392,	104654,	93,	1.0
1041,	167833431,	10086,	3,	1.0
1042,	167878689,	2769,	2,	1.0
1043,	167944688,	0,	1,	NaN
1044,	168156451,	53775,	10,	NaN
1045,	168260496,	0,	1,	NaN
1046,	168308399,	558571,	536,	1.0
1047,	168888399,	94471,	85,	1.0
1048,	169096250,	125,	6,	NaN
1049,	169183423,	30490,	29,	1.0
1050,	169254302,	100408,	65,	0.96296
1051,	169376299,	2804,	2,	NaN
1052,	169454496,	8540,	2,	NaN
1053,	169483995,	5733,	15,	NaN
1054,	169537013,	18383,	4,	1.0
1055,	169575135,	1671,	2,	NaN
1056,	169594261,	110832,	67,	1.0
1057,	169718667,	11004,	26,	1.0
1058,	169748000,	77871,	16,	1.0
1059,	169851605,	6810,	2,	1.0
1060,	169905998,	255139,	163,	1.0
1061,	170173566,	30254,	30,	1.0
1062,	170228194,	25932,	7,	1.0
1063,	170289337,	18415,	2,	NaN
1064,	170347780,	46474,	9,	1.0
1065,	170420306,	225290,	262,	1.0
1066,	170687940,	7475,	4,	1.0
1067,	170735286,	2048,	3,	NaN
1068,	170759638,	10569,	21,	1.0
1069,	170821858,	167,	4,	NaN
1070,	170874398,	43380,	15,	1.0
1071,	170940547,	25328,	5,	1.0
1072,	170981902,	16869,	4,	NaN
1073,	171029712,	201824,	166,	1.0
1074,	171244989,	5683,	9,	1.0
1075,	171275689,	493029,	676,	1.0
1076,	171795514,	6609,	2,	NaN
1077,	171817712,	1,	2,	NaN
1078,	171852737,	41909,	17,	1.0
1079,	171917211,	4,	2,	NaN
1080,	171935447,	675,	2,	NaN
1081,	171987225,	149939,	171,	1.0
1082,	172161793,	13538,	2,	NaN
1083,	172191690,	0,	1,	NaN
1084,	172211182,	31052,	14,	1.0
1085,	172289669,	117742,	124,	1.0
1086,	172430975,	82026,	21,	1.0
1087,	172538349,	50764,	31,	1.0
1088,	172642294,	109633,	56,	1.0
1089,	172769085,	106309,	132,	1.0
1090,	172925577,	16459,	3,	NaN
1091,	172962877,	200196,	223,	1.0
1092,	173219485,	6811,	3,	NaN
1093,	173246479,	15664,	8,	NaN
1094,	173303932,	114856,	108,	1.0
1095,	173466390,	214693,	174,	0.98745
1096,	173696626,	159841,	149,	1.0
1097,	173983571,	131,	3,	NaN
1098,	174018009,	31384,	6,	1.0
1099,	174065818,	211654,	200,	0.97023
1100,	174323406,	37172,	5,	NaN
1101,	174387057,	3662,	7,	NaN
1102,	174406559,	132185,	216,	1.0
1103,	174613597,	5522,	3,	NaN
1104,	174631725,	85100,	41,	1.0
1105,	174731089,	481791,	709,	0.99667
1106,	175283619,	386659,	554,	1.0
1107,	175696516,	114549,	17,	1.0
1108,	175838462,	41188,	5,	NaN
1109,	175893868,	609547,	963,	1.0
1110,	176526705,	342273,	453,	1.0
1111,	176910958,	16561,	5,	1.0
1112,	176948449,	9859,	7,	NaN
1113,	176996463,	90756,	56,	1.0
1114,	177104005,	214012,	162,	0.98615
1115,	177333006,	353860,	387,	1.0
1116,	177703127,	9801,	4,	1.0
1117,	177732307,	42875,	23,	1.0
1118,	177818646,	387164,	363,	1.0
1119,	178373876,	522632,	622,	1.0
1120,	178922538,	284271,	316,	1.0
1121,	179236720,	1246,	4,	1.0
1122,	179250373,	24895,	11,	1.0
1123,	179353767,	202300,	193,	0.9878
1124,	179572615,	130185,	144,	1.0
1125,	179731684,	176105,	155,	1.0
1126,	179941005,	9638,	2,	1.0
1127,	179980757,	13544,	6,	NaN
1128,	180072093,	69754,	9,	1.0
1129,	180168610,	8413,	3,	1.0
1130,	180199336,	16308,	3,	1.0
1131,	180263129,	6498,	2,	NaN
1132,	180286015,	77028,	42,	1.0
1133,	180422271,	115083,	237,	1.0
1134,	180574709,	933,	3,	NaN
1135,	180590580,	10398,	2,	NaN
1136,	180639503,	7486,	3,	NaN
1137,	180684691,	11314,	2,	NaN
1138,	180716588,	13782,	3,	NaN
1139,	180791693,	13041,	3,	NaN
1140,	180858622,	23977,	5,	NaN
1141,	180899278,	12497,	2,	NaN
1142,	181030636,	24658,	4,	NaN
1143,	181124826,	21735,	5,	NaN
1144,	181194398,	6302,	2,	NaN
1145,	181232217,	15372,	5,	NaN
1146,	181270183,	65326,	22,	1.0
1147,	181378084,	143446,	137,	1.0
1148,	181548610,	186358,	102,	1.0
1149,	181752619,	24009,	5,	1.0
1150,	181792898,	24496,	6,	1.0
1151,	181836535,	36874,	6,	1.0
1152,	181892530,	334748,	252,	1.0
1153,	182255600,	93107,	107,	1.0
1154,	182365707,	44364,	34,	1.0
1155,	182428241,	609934,	704,	0.99007
1156,	183054654,	14372,	3,	NaN
1157,	183099294,	139767,	286,	1.0
1158,	183251984,	1962,	4,	1.0
1159,	183267442,	186372,	345,	1.0
1160,	183478103,	85187,	19,	1.0
1161,	183579574,	0,	1,	NaN
1162,	183600042,	73,	12,	NaN
1163,	183609655,	247694,	323,	1.0
1164,	183926571,	225657,	203,	1.0
1165,	184163126,	240704,	430,	0.99495
1166,	184430797,	138101,	103,	1.0
1167,	184612321,	7589,	4,	0.0
1168,	184684029,	206661,	87,	1.0
1169,	184917949,	199925,	259,	1.0
1170,	185151776,	21322,	16,	NaN
1171,	185218913,	351995,	223,	1.0
1172,	185620316,	3924,	2,	NaN
1173,	185691504,	21652,	3,	NaN
1174,	185729961,	1087,	2,	NaN
1175,	185787309,	133294,	150,	1.0
1176,	185934860,	5783,	5,	1.0
1177,	185963199,	180358,	229,	1.0
1178,	186182489,	398351,	506,	1.0
1179,	186585381,	203119,	264,	1.0
1180,	186827857,	61205,	31,	1.0
1181,	186913319,	0,	1,	NaN
1182,	186922216,	0,	1,	NaN
1183,	186950026,	2011,	2,	NaN
1184,	187053545,	43272,	49,	1.0
1185,	187120348,	46350,	46,	1.0
1186,	187183847,	4787,	2,	NaN
1187,	187213464,	3152,	3,	1.0
1188,	187230740,	173112,	178,	1.0
1189,	187450400,	18033,	5,	NaN
1190,	187485497,	6987,	2,	NaN
1191,	187535649,	11240,	3,	NaN
1192,	187566343,	30325,	6,	0.6
1193,	187630107,	376276,	373,	1.0
1194,	188036694,	99089,	104,	1.0
1195,	188158760,	21819,	5,	1.0
1196,	188212877,	86974,	152,	1.0
1197,	188316822,	316288,	402,	0.99444
1198,	188648845,	173330,	145,	1.0
1199,	188842347,	230245,	274,	1.0
1200,	189087298,	1227170,	1838,	0.99709
1201,	190326609,	48639,	7,	1.0
1202,	190408514,	270229,	429,	1.0
1203,	190725711,	162852,	286,	1.0
1204,	190910364,	153170,	236,	1.0
1205,	191103490,	536,	2,	NaN
1206,	191119693,	388885,	421,	1.0
1207,	191567889,	24303,	12,	1.0
1208,	191624109,	273109,	477,	0.99144
1209,	191912568,	110900,	138,	1.0
1210,	192043849,	123300,	147,	1.0
1211,	192206390,	200044,	276,	0.99206
1212,	192423126,	71283,	96,	1.0
1213,	192513066,	857117,	1070,	0.99139
1214,	193386538,	35898,	23,	1.0
1215,	193447410,	93615,	124,	1.0
1216,	193580186,	15623,	4,	1.0
1217,	193667833,	1775,	3,	NaN
1218,	193692530,	31094,	14,	1.0
1219,	193743169,	123309,	133,	0.94495
1220,	193884193,	157157,	208,	1.0
1221,	194047792,	21122,	38,	1.0
1222,	194091347,	121871,	124,	1.0
1223,	194238335,	30453,	11,	0.33333
1224,	194312085,	277605,	519,	0.99627
1225,	194663895,	186764,	286,	1.0
1226,	194883357,	7241,	2,	NaN
1227,	194929138,	2846,	2,	1.0
1228,	194971663,	1797,	2,	NaN
1229,	194989329,	10668,	2,	NaN
1230,	195034930,	2,	3,	NaN
1231,	195072383,	4494,	2,	1.0
1232,	195099655,	14197,	5,	1.0
1233,	195140864,	60087,	207,	1.0
1234,	195223725,	676583,	2668,	0.98389
1235,	195919711,	192860,	153,	1.0
1236,	196128149,	39952,	16,	1.0
1237,	196188333,	281205,	459,	1.0
1238,	196480080,	687932,	1083,	0.99705
1239,	197184268,	7644,	43,	1.0
1240,	197203719,	281064,	568,	1.0
1241,	197527082,	79775,	33,	1.0
1242,	197630876,	23452,	8,	NaN
1243,	197668216,	15950,	6,	1.0
1244,	197713347,	157536,	280,	0.91482
1245,	197884900,	20430,	32,	1.0
##Block_i,	Start_pos,	block_length,	num_phased_SNV,	block_quality 
0,	10159,	63349,	158,	1.0
1,	83499,	0,	1,	NaN
2,	86035,	47360,	7,	1.0
3,	152499,	10066,	2,	NaN
4,	179131,	13813,	3,	1.0
5,	209956,	46895,	8,	1.0
6,	270877,	21791,	3,	NaN
7,	318196,	7950,	3,	NaN
8,	354481,	9078,	2,	NaN
9,	402245,	8078,	10,	1.0
10,	432308,	21642,	2,	NaN
11,	480073,	48618,	6,	1.0
12,	548868,	23844,	48,	0.75
13,	617820,	213262,	250,	0.98571
14,	845841,	266518,	330,	0.97633
15,	1140530,	1,	2,	1.0
16,	1158991,	130949,	104,	0.8
17,	1306004,	10729,	22,	NaN
18,	1328155,	335,	2,	NaN
19,	1347675,	3373,	6,	NaN
20,	1374794,	48315,	125,	0.8
21,	1496357,	393291,	640,	1.0
22,	1901909,	9030,	2,	NaN
23,	1927501,	35596,	9,	0.3
24,	1985257,	286599,	430,	1.0
25,	2289115,	22995,	8,	1.0
26,	2347941,	140855,	296,	1.0
27,	2507260,	13031,	4,	1.0
28,	2592228,	0,	1,	NaN
29,	2618245,	37017,	6,	1.0
30,	2677366,	30657,	8,	1.0
31,	2732557,	331447,	385,	0.99473
32,	3080997,	18728,	4,	NaN
33,	3148653,	8933,	3,	NaN
34,	3182568,	29274,	2,	1.0
35,	3229151,	199915,	198,	1.0
36,	3445325,	223761,	1807,	0.95595
37,	3708176,	19792,	50,	1.0
38,	3746402,	117027,	322,	0.97712
39,	3885588,	269917,	735,	0.99316
40,	4175396,	219428,	344,	1.0
41,	4422756,	64662,	8,	1.0
42,	4502893,	20893,	5,	1.0
43,	4550632,	59874,	59,	1.0
44,	4626491,	18894,	11,	1.0
45,	4683638,	70611,	124,	1.0
46,	4774111,	217596,	452,	1.0
47,	5008891,	146593,	194,	0.99127
48,	5190994,	41554,	63,	1.0
49,	5251160,	23424,	5,	NaN
50,	5318452,	27733,	9,	NaN
51,	5366340,	145874,	186,	1.0
52,	5526336,	25236,	5,	0.58333
53,	5563689,	46853,	5,	NaN
54,	5631258,	199156,	278,	1.0
55,	5844513,	232390,	378,	1.0
56,	6100516,	70921,	83,	1.0
57,	6185816,	77864,	128,	1.0
58,	6277337,	0,	1,	NaN
59,	6290038,	339188,	409,	1.0
60,	6649948,	113431,	190,	1.0
61,	6781535,	157418,	107,	1.0
62,	6966900,	3518,	2,	NaN
63,	6987253,	2933,	2,	1.0
64,	7013021,	16003,	3,	1.0
65,	7035957,	150499,	108,	0.97615
66,	7205240,	100546,	231,	0.9767
67,	7316059,	163095,	360,	1.0
68,	7496256,	12319,	8,	1.0
69,	7534603,	169590,	209,	1.0
70,	7720834,	219136,	464,	1.0
71,	7972630,	73790,	84,	1.0
72,	8058470,	620551,	925,	0.99791
73,	8694056,	25282,	7,	NaN
74,	8737278,	59177,	116,	1.0
75,	8836599,	44687,	39,	1.0
76,	8914854,	48956,	12,	NaN
77,	8987796,	9479,	2,	NaN
78,	9047649,	13192,	5,	NaN
79,	9110194,	7197,	2,	NaN
80,	9137061,	21005,	8,	NaN
81,	9370909,	839057,	2020,	1.0
82,	10237693,	437786,	538,	1.0
83,	10698980,	108399,	178,	1.0
84,	10825035,	189787,	354,	1.0
85,	11039724,	153822,	194,	1.0
86,	11233074,	163274,	279,	1.0
87,	11411870,	189607,	287,	1.0
88,	11629882,	169872,	329,	1.0
89,	11828783,	379885,	669,	1.0
90,	12227919,	53813,	18,	NaN
91,	12295039,	12020,	3,	NaN
92,	12335014,	1160,	2,	NaN
93,	12348691,	135819,	162,	1.0
94,	12510410,	60462,	11,	1.0
95,	12597652,	214995,	334,	1.0
96,	12826600,	89589,	77,	1.0
97,	12982154,	8718,	2,	NaN
98,	13005134,	17915,	5,	NaN
99,	13063704,	429700,	627,	1.0
100,	13507118,	27961,	5,	1.0
101,	13565674,	37526,	5,	NaN
102,	13636701,	5747,	2,	NaN
103,	13702356,	8174,	5,	1.0
104,	13734321,	110655,	174,	1.0
105,	14014568,	3439,	3,	NaN
106,	14037956,	484665,	787,	0.99706
107,	14570617,	19477,	4,	NaN
108,	14614078,	29308,	12,	NaN
109,	14661788,	6857,	4,	NaN
110,	14689484,	117710,	171,	1.0
111,	14821063,	132282,	227,	1.0
112,	14972091,	16908,	3,	NaN
113,	15118334,	134034,	98,	1.0
114,	15334159,	10552,	2,	NaN
115,	15423186,	35961,	12,	1.0
116,	15486169,	15567,	3,	NaN
117,	15527488,	8351,	2,	NaN
118,	15553119,	7941,	2,	NaN
119,	15610199,	5273,	3,	NaN
120,	15636575,	20461,	5,	NaN
121,	15695729,	206481,	175,	1.0
122,	15926819,	615204,	807,	1.0
123,	16560062,	226612,	195,	0.97845
124,	16816914,	112729,	161,	1.0
125,	16943237,	30781,	3,	1.0
126,	16992028,	1048419,	1548,	1.0
127,	18086382,	6550,	3,	1.0
128,	18124421,	554990,	678,	1.0
129,	18697349,	55382,	58,	0.88981
130,	18781112,	5581,	2,	NaN
131,	18794118,	302284,	348,	1.0
132,	19116991,	772720,	773,	1.0
133,	19941186,	22634,	19,	1.0
134,	20025939,	74711,	90,	0.975
135,	20114298,	79046,	20,	1.0
136,	20213432,	8046,	2,	NaN
137,	20242529,	39243,	7,	1.0
138,	20322682,	438829,	450,	1.0
139,	20798005,	146383,	102,	1.0
140,	20967435,	327880,	516,	1.0
141,	21336070,	467520,	703,	0.99757
142,	21824756,	47638,	15,	1.0
143,	21889735,	191059,	137,	1.0
144,	22147490,	212958,	184,	1.0
145,	22379483,	21664,	13,	1.0
146,	22414707,	0,	1,	NaN
147,	22452572,	24734,	9,	1.0
148,	22510107,	179121,	237,	1.0
149,	22728868,	257294,	166,	1.0
150,	23021657,	60198,	10,	1.0
151,	23109923,	7618,	3,	NaN
152,	23139154,	8158,	2,	NaN
153,	23163876,	164533,	164,	1.0
154,	23358032,	16144,	3,	NaN
155,	23391351,	2043,	2,	NaN
156,	23422087,	180387,	170,	1.0
157,	23617972,	45742,	13,	NaN
158,	23704414,	422964,	318,	0.9842
159,	24161725,	307084,	344,	1.0
160,	24480840,	5759,	4,	NaN
161,	24512590,	143408,	139,	1.0
162,	24701258,	384839,	426,	1.0
163,	25100867,	395831,	421,	1.0
164,	25547216,	61152,	65,	1.0
165,	25628862,	184257,	247,	1.0
166,	25833137,	386656,	522,	1.0
167,	26239331,	105400,	73,	1.0
168,	26408827,	127458,	99,	1.0
169,	26563221,	542001,	386,	1.0
170,	27125618,	970320,	1261,	1.0
171,	28109961,	16266,	4,	NaN
172,	28143469,	243,	2,	NaN
173,	28163320,	968672,	1493,	1.0
174,	29147672,	753343,	1057,	1.0
175,	29940094,	69403,	54,	1.0
176,	30021348,	64382,	184,	1.0
177,	30157801,	139951,	110,	1.0
178,	30327093,	1082,	2,	1.0
179,	30342306,	0,	1,	NaN
180,	30355338,	16592,	5,	1.0
181,	30387990,	9975,	3,	NaN
182,	30422626,	685019,	762,	1.0
183,	31144769,	21042,	4,	NaN
184,	31179501,	4863,	3,	1.0
185,	31204186,	194183,	233,	1.0
186,	31433313,	28828,	7,	NaN
187,	31490338,	0,	1,	NaN
188,	31508805,	0,	1,	NaN
189,	31525467,	10048,	2,	NaN
190,	31555763,	0,	1,	NaN
191,	31574091,	8921,	2,	NaN
192,	31598835,	77670,	26,	1.0
193,	31694736,	126175,	162,	1.0
194,	31837426,	645124,	1212,	1.0
195,	32512498,	91684,	140,	1.0
196,	32631714,	202801,	252,	1.0
197,	32840701,	173926,	189,	1.0
198,	33035190,	11649,	2,	NaN
199,	33124514,	27389,	6,	NaN
200,	33174444,	20766,	4,	NaN
201,	33218320,	79478,	19,	1.0
202,	33326874,	12146,	5,	NaN
203,	33354000,	33,	3,	NaN
204,	33373472,	16745,	7,	1.0
205,	33450543,	7419,	2,	NaN
206,	33486577,	1403,	2,	NaN
207,	33556739,	6335,	3,	NaN
208,	33614515,	5961,	2,	NaN
209,	33673245,	16533,	4,	NaN
210,	33706698,	1505,	3,	NaN
211,	33730355,	19538,	3,	NaN
212,	33798493,	435873,	701,	1.0
213,	34440815,	10000,	2,	NaN
214,	34494366,	18749,	7,	NaN
215,	34540736,	11352,	2,	NaN
216,	34625733,	1934,	2,	NaN
217,	34675473,	47982,	11,	NaN
218,	34749083,	30936,	74,	1.0
219,	34829005,	443230,	580,	0.99606
220,	35289980,	89640,	10,	1.0
221,	35408785,	2414,	2,	NaN
222,	35435148,	102812,	23,	0.5
223,	35567287,	50177,	8,	1.0
224,	35642634,	397085,	563,	1.0
225,	36107295,	82205,	21,	1.0
226,	36243626,	15292,	4,	NaN
227,	36304607,	381308,	468,	1.0
228,	36697882,	1042405,	1420,	0.99876
229,	37758470,	672907,	894,	0.99737
230,	38452427,	8910,	3,	1.0
231,	38491096,	4831,	4,	1.0
232,	38514577,	9869,	11,	1.0
233,	38553286,	355330,	418,	0.99277
234,	38931405,	233594,	305,	0.99298
235,	39187824,	25779,	7,	NaN
236,	39273722,	10837,	5,	NaN
237,	39302710,	304905,	296,	0.9859
238,	39620827,	674519,	818,	1.0
239,	40297126,	24230,	31,	1.0
240,	40339833,	168012,	170,	1.0
241,	40570937,	92340,	142,	1.0
242,	40682078,	188324,	194,	1.0
243,	40893987,	299126,	278,	1.0
244,	41215275,	76593,	91,	1.0
245,	41342817,	10776,	3,	1.0
246,	41377305,	27262,	4,	NaN
247,	41446248,	82,	2,	NaN
248,	41512368,	33743,	46,	1.0
249,	41599965,	125507,	114,	1.0
250,	41770126,	74276,	22,	1.0
251,	41874074,	61610,	29,	1.0
252,	41956413,	853689,	1058,	1.0
253,	42825362,	564978,	730,	1.0
254,	43451667,	2530,	2,	NaN
255,	43482281,	7350,	3,	1.0
256,	43516780,	63617,	10,	1.0
257,	43595624,	18746,	4,	1.0
258,	43642674,	269012,	363,	1.0
259,	43938833,	6728,	3,	NaN
260,	43964586,	172147,	122,	0.96598
261,	44163866,	20651,	4,	1.0
262,	44211373,	399138,	422,	0.98708
263,	44635549,	8435,	3,	NaN
264,	44691393,	13918,	3,	1.0
265,	44764132,	54601,	9,	1.0
266,	44863562,	21110,	5,	NaN
267,	44900933,	315551,	679,	1.0
268,	45238979,	5489,	2,	NaN
269,	45288524,	1954,	3,	NaN
270,	45314421,	6310,	2,	NaN
271,	45338654,	51061,	25,	1.0
272,	45409459,	11015,	6,	NaN
273,	45459903,	101529,	16,	1.0
274,	45578573,	74724,	16,	0.75
275,	45669400,	299860,	249,	1.0
276,	46033231,	50196,	6,	NaN
277,	46119627,	13575,	3,	NaN
278,	46190155,	104322,	31,	1.0
279,	46315944,	38380,	8,	NaN
280,	46379727,	22765,	6,	NaN
281,	46433260,	1740,	2,	NaN
282,	46458857,	56078,	8,	1.0
283,	46557441,	9732,	3,	NaN
284,	46583433,	333899,	266,	1.0
285,	46946906,	5565,	2,	NaN
286,	46971324,	58624,	24,	1.0
287,	47066720,	42965,	6,	NaN
288,	47125507,	2371,	4,	NaN
289,	47148303,	7828,	2,	NaN
290,	47246761,	1637,	4,	NaN
291,	47294263,	40952,	8,	1.0
292,	47352299,	26396,	60,	1.0
293,	47399842,	6421,	3,	NaN
294,	47448172,	336738,	395,	1.0
295,	47803398,	3770,	3,	1.0
296,	47827726,	5730,	2,	NaN
297,	47851973,	1,	2,	NaN
298,	47880149,	38357,	5,	1.0
299,	47945733,	4890,	2,	NaN
300,	47975121,	256862,	292,	1.0
301,	48253611,	10471,	2,	1.0
302,	48330725,	86006,	29,	1.0
303,	48480822,	24356,	3,	NaN
304,	48531626,	0,	1,	NaN
305,	48555679,	15224,	3,	NaN
306,	48591389,	0,	1,	NaN
307,	48608044,	2221,	2,	NaN
308,	48635816,	30981,	23,	1.0
309,	48715334,	8482,	3,	NaN
310,	48740753,	16984,	6,	0.0
311,	48872384,	0,	1,	NaN
312,	48912323,	4,	2,	NaN
313,	48947828,	71404,	16,	1.0
314,	49037662,	90978,	285,	1.0
315,	49130407,	2203,	29,	NaN
316,	49133738,	1474,	37,	NaN
317,	49136700,	2669,	30,	NaN
318,	49141382,	159024,	1006,	0.90909
319,	49301756,	25227,	443,	1.0
320,	49327474,	11286,	172,	NaN
321,	49489381,	104655,	304,	0.92765
322,	49597722,	62289,	307,	1.0
323,	52677210,	73872,	21,	1.0
324,	52784767,	2692,	2,	NaN
325,	52822820,	597328,	885,	1.0
326,	53434611,	5876,	2,	NaN
327,	53474344,	6674,	2,	NaN
328,	53498787,	26366,	5,	NaN
329,	53564634,	23828,	6,	NaN
330,	53613001,	40675,	7,	NaN
331,	53684702,	6333,	3,	1.0
332,	53709346,	23056,	4,	NaN
333,	53755338,	12972,	3,	NaN
334,	53813971,	754741,	838,	1.0
335,	54614954,	123013,	203,	1.0
336,	54751368,	8307,	2,	NaN
337,	54775771,	65492,	80,	1.0
338,	54875319,	795,	2,	NaN
339,	54925351,	188763,	211,	1.0
340,	55143286,	25899,	4,	1.0
341,	55188494,	39995,	12,	NaN
342,	55265329,	372272,	491,	1.0
343,	55673839,	16125,	6,	1.0
344,	55706187,	47829,	8,	1.0
345,	55771681,	17147,	7,	1.0
346,	55804103,	5712,	12,	1.0
347,	55841608,	17634,	2,	NaN
348,	55877280,	162423,	225,	1.0
349,	56116506,	5645,	2,	NaN
350,	56137089,	26398,	4,	NaN
351,	56221853,	4004,	2,	NaN
352,	56252728,	18051,	6,	1.0
353,	56286277,	28493,	6,	NaN
354,	56360344,	28327,	5,	NaN
355,	56408534,	5,	4,	NaN
356,	56445773,	25564,	6,	1.0
357,	56490437,	19344,	4,	NaN
358,	56535614,	75978,	93,	1.0
359,	56614212,	440640,	340,	1.0
360,	57080845,	121970,	90,	1.0
361,	57224835,	271,	2,	NaN
362,	57235046,	40593,	9,	NaN
363,	57309514,	5098,	3,	1.0
364,	57341262,	2040,	2,	1.0
365,	57367104,	33127,	4,	1.0
366,	57427034,	9843,	5,	1.0
367,	57457048,	1192,	2,	1.0
368,	57501038,	13500,	2,	NaN
369,	57528443,	70840,	135,	1.0
370,	57636871,	44986,	9,	1.0
371,	57710048,	10899,	2,	NaN
372,	57734449,	27519,	6,	NaN
373,	57772911,	27897,	6,	NaN
374,	57848433,	65784,	11,	NaN
375,	57928245,	34667,	43,	1.0
376,	57978530,	11672,	3,	NaN
377,	58008256,	90512,	104,	1.0
378,	58295367,	11064,	6,	NaN
379,	58380667,	6500,	2,	NaN
380,	58493781,	19709,	3,	NaN
381,	58534024,	3254,	4,	NaN
382,	58598584,	153143,	98,	1.0
383,	58769440,	18905,	7,	NaN
384,	58872069,	36088,	5,	NaN
385,	58920183,	818830,	1425,	1.0
386,	59790091,	195403,	293,	0.99291
387,	59995118,	353152,	428,	1.0
388,	60362118,	6965,	3,	NaN
389,	60384244,	76901,	177,	1.0
390,	60475956,	162140,	120,	1.0
391,	60666119,	4348,	2,	1.0
392,	60687889,	109645,	59,	1.0
393,	60836160,	34195,	10,	0.0
394,	60888087,	4054,	3,	NaN
395,	60914110,	24090,	6,	NaN
396,	60956095,	13059,	3,	NaN
397,	60987824,	203,	3,	NaN
398,	61004647,	12676,	3,	NaN
399,	61101276,	16276,	3,	1.0
400,	61154855,	23439,	3,	NaN
401,	61196831,	178345,	320,	1.0
402,	61412828,	30219,	5,	NaN
403,	61471156,	204497,	367,	1.0
404,	61702670,	214927,	275,	1.0
405,	61938642,	16084,	2,	NaN
406,	61970110,	355306,	412,	1.0
407,	62344926,	313863,	311,	1.0
408,	62672979,	79804,	43,	1.0
409,	62844057,	35559,	12,	1.0
410,	62893672,	135541,	32,	1.0
411,	63056729,	299204,	475,	1.0
412,	63396328,	82214,	244,	1.0
413,	63695774,	24,	2,	NaN
414,	63720326,	9462,	4,	NaN
415,	63770382,	0,	1,	NaN
416,	63794910,	64196,	14,	1.0
417,	63875850,	10226,	3,	1.0
418,	63911301,	25089,	4,	1.0
419,	63957263,	12478,	4,	1.0
420,	63984741,	10847,	7,	NaN
421,	64031847,	37430,	11,	1.0
422,	64088874,	55338,	20,	1.0
423,	64154567,	192711,	234,	1.0
424,	64379226,	5820,	3,	NaN
425,	64417470,	11340,	4,	NaN
426,	64474699,	140648,	31,	1.0
427,	64647833,	111909,	143,	1.0
428,	64773570,	372840,	443,	0.99521
429,	65170267,	16544,	2,	NaN
430,	65216746,	52804,	12,	0.4
431,	65302153,	622711,	1422,	1.0
432,	65950907,	2413,	2,	1.0
433,	66023819,	26133,	7,	1.0
434,	66064769,	17394,	5,	NaN
435,	66109894,	56386,	12,	1.0
436,	66185260,	30828,	8,	1.0
437,	66236357,	117739,	60,	1.0
438,	66375927,	26554,	5,	NaN
439,	66417002,	2,	2,	NaN
440,	66440361,	20943,	9,	NaN
441,	66473213,	11321,	5,	NaN
442,	66518851,	114826,	109,	1.0
443,	66665500,	92039,	11,	1.0
444,	66802012,	477911,	563,	1.0
445,	67296243,	46820,	126,	1.0
446,	67359617,	26853,	10,	0.5
447,	67398382,	22505,	6,	1.0
448,	67468459,	106239,	64,	1.0
449,	67589776,	1336214,	1515,	1.0
450,	68937948,	69550,	121,	1.0
451,	69018681,	386079,	361,	1.0
452,	69428853,	1157,	2,	NaN
453,	69473581,	58893,	85,	1.0
454,	69573956,	0,	1,	NaN
455,	69611606,	144677,	25,	1.0
456,	69784019,	24038,	7,	1.0
457,	69830132,	309874,	816,	0.9976
458,	70173165,	4809,	3,	NaN
459,	70212646,	3808,	8,	NaN
460,	70229293,	411815,	1278,	1.0
461,	70658461,	4,	2,	NaN
462,	70683004,	24,	4,	NaN
463,	70697579,	8956,	3,	NaN
464,	70724949,	232141,	307,	1.0
465,	70959484,	512002,	1138,	0.99813
466,	71487013,	33617,	13,	1.0
467,	71554275,	15859,	8,	1.0
468,	71592247,	29131,	9,	1.0
469,	71638892,	104769,	18,	1.0
470,	71766856,	14880,	3,	NaN
471,	71802645,	1406,	2,	NaN
